id,created_at,username,full_text,retweets,likes,lang,text_clean
1.81844E+18,Tue Jul 30 23:59:27 +0000 2024,Legi1Legi,@PT_Transjakarta terimakasih banyak mimin transjakarta akhirnya setelah penantian yg panjang akhirnya di tanem juga. Love u so much transjakarta https://t.co/PPO3KpifbL,0,0,in,@PT_Transjakarta terimakasih banyak mimin transjakarta akhirnya setelah penantian yg panjang akhirnya di tanem juga. Love u so much transjakarta https://t.co/PPO3KpifbL
1.81844E+18,Tue Jul 30 23:59:10 +0000 2024,hereisvanesa,"@PT_Transjakarta gila lama banget nunggu 1T di halte cibubur. selalu arah blok m yang dateng cepet ke halte, armadanya kurang apa gimana si? pernah evaluasi? ini yang nunggu antrian 1T ampe ngantri panjang, sedangkan bus 1K dan 6P selalu bisa nyetem dulu biar bus penuh.",0,0,in,@PT_Transjakarta gila lama banget nunggu 1T di halte cibubur. selalu arah blok m yang dateng cepet ke halte armadanya kurang apa gimana si? pernah evaluasi? ini yang nunggu antrian 1T ampe ngantri panjang sedangkan bus 1K dan 6P selalu bisa nyetem dulu biar bus penuh.
1.81844E+18,Tue Jul 30 23:57:12 +0000 2024,dapatozaki,@PT_Transjakarta Jak 54 beroperasi normal kah?,0,0,in,@PT_Transjakarta Jak 54 beroperasi normal kah?
1.81844E+18,Tue Jul 30 23:54:48 +0000 2024,heatherushh,@tho_shu126 @PT_Transjakarta nah btul padahal ngejar setoran sampe penumpang penuh jg tidak kan?? @PT_Transjakarta apasih yg dikejar sm km,0,0,in,@tho_shu126 @PT_Transjakarta nah btul padahal ngejar setoran sampe penumpang penuh jg tidak kan?? @PT_Transjakarta apasih yg dikejar sm km
1.81844E+18,Tue Jul 30 23:54:35 +0000 2024,tho_shu126,@PT_Transjakarta pemuda Pramuka ke Tj Priok kagak ada nih bus nya?,0,0,in,@PT_Transjakarta pemuda Pramuka ke Tj Priok kagak ada nih bus nya?
1.81844E+18,Tue Jul 30 23:54:27 +0000 2024,PT_Transjakarta,@full6oxo_ Hai kak. Layanan Mikrotrans Jak 89 beroperasi melayani pelanggan. Terima kasih ^DIJ,0,0,in,@full6oxo_ Hai kak. Layanan Mikrotrans Jak 89 beroperasi melayani pelanggan. Terima kasih ^DIJ
1.81843E+18,Tue Jul 30 23:53:15 +0000 2024,PT_Transjakarta,@felia_yulianti Pagi kak. Saat ini Mikrotrans Jak 10 dan 13 beroperasi melayani pelanggan. Terima kasih ^MD,0,0,in,@felia_yulianti Pagi kak. Saat ini Mikrotrans Jak 10 dan 13 beroperasi melayani pelanggan. Terima kasih ^MD
1.81843E+18,Tue Jul 30 23:51:24 +0000 2024,ghitawid,"@PT_Transjakarta 6U arah blok M , masih dimana ya  ? Sah 20 menit ga lewat2. Saya di pasar minggu",0,0,in,@PT_Transjakarta 6U arah blok M  masih dimana ya  ? Sah 20 menit ga lewat2. Saya di pasar minggu
1.81843E+18,Tue Jul 30 23:50:33 +0000 2024,PT_Transjakarta,"@panggilbroajaa Pagi kak. Mohon maaf atas ketidaknyamanannya, akan kami lakukan pengecekan dan koordinasikan kepada tim terkait. Terima kasih ^MD",0,0,in,@panggilbroajaa Pagi kak. Mohon maaf atas ketidaknyamanannya akan kami lakukan pengecekan dan koordinasikan kepada tim terkait. Terima kasih ^MD
1.81843E+18,Tue Jul 30 23:50:22 +0000 2024,full6oxo_,@PT_Transjakarta Rute jak89 apakah sudah beroperasi lagi min?,0,0,in,@PT_Transjakarta Rute jak89 apakah sudah beroperasi lagi min?
1.81843E+18,Tue Jul 30 23:48:55 +0000 2024,PT_Transjakarta,@frsbchtr Hai Kak. Layanan Mikrotrans Jak 26 dan Jak 35 beroperasi melayani pelanggan. Terima kasih ^DIJ,0,0,in,@frsbchtr Hai Kak. Layanan Mikrotrans Jak 26 dan Jak 35 beroperasi melayani pelanggan. Terima kasih ^DIJ
1.81843E+18,Tue Jul 30 23:48:28 +0000 2024,tho_shu126,"@heatherushh @PT_Transjakarta Emang makin kagak jelas. Padahal bus banyak ngetem di halte terakhir. Apa bedanya Ama angkot, metromini?",0,0,in,@heatherushh @PT_Transjakarta Emang makin kagak jelas. Padahal bus banyak ngetem di halte terakhir. Apa bedanya Ama angkot metromini?
1.81843E+18,Tue Jul 30 23:48:10 +0000 2024,by_Nonaa,"@PT_Transjakarta hallo min, hari ini arah balaikota aman ?",0,0,in,@PT_Transjakarta hallo min hari ini arah balaikota aman ?
1.81843E+18,Tue Jul 30 23:46:36 +0000 2024,itscinda_,@PT_Transjakarta jak88 masih libur kah min?,0,0,in,@PT_Transjakarta jak88 masih libur kah min?
1.81843E+18,Tue Jul 30 23:46:01 +0000 2024,PT_Transjakarta,@zackizax6661 Hai Kak. Layanan Mikrotrans Jak 13 beroperasi melayani pelanggan. Terima kasih ^DIJ,0,0,in,@zackizax6661 Hai Kak. Layanan Mikrotrans Jak 13 beroperasi melayani pelanggan. Terima kasih ^DIJ
1.81843E+18,Tue Jul 30 23:45:36 +0000 2024,heatherushh,"@PT_Transjakarta komplek keuangan mau ke arah manggarai dr jam 6.08 sampe 6.30 ga lewat2, ga sekali ini aja setiap hari hampir selalu kyk gt mana sempat keburu telat",0,0,in,@PT_Transjakarta komplek keuangan mau ke arah manggarai dr jam 6.08 sampe 6.30 ga lewat2 ga sekali ini aja setiap hari hampir selalu kyk gt mana sempat keburu telat
1.81843E+18,Tue Jul 30 23:45:16 +0000 2024,felia_yulianti,@PT_Transjakarta Jak 10 dan jak 13 bagaimana ya apakah sudah mulai beroperasi lagi,0,0,in,@PT_Transjakarta Jak 10 dan jak 13 bagaimana ya apakah sudah mulai beroperasi lagi
1.81843E+18,Tue Jul 30 23:44:52 +0000 2024,Nepfhilim,@PT_Transjakarta Terimakasih,0,0,in,@PT_Transjakarta Terimakasih
1.81843E+18,Tue Jul 30 23:44:45 +0000 2024,PT_Transjakarta,@falahalfian14 Pagi kak. Saat ini Mikrotrans Jak 76 beroperasi melayani pelanggan. Terima kasih ^MD,0,0,in,@falahalfian14 Pagi kak. Saat ini Mikrotrans Jak 76 beroperasi melayani pelanggan. Terima kasih ^MD
1.81843E+18,Tue Jul 30 23:44:13 +0000 2024,rizqipurnamaku,"Kemaren ngebolang di Jakarta. Pulangnya naek bus @PT_Transjakarta. Gak sengaja menangkap merk bus yang terpampang besar di dinding busnya.  •monmaap bagi yg keshoot kamera. Ndak papa ya, toh wajahnya ndak kelihat jelas inih.  Re: ini bukan endorse ataupun adv. https://t.co/d2l6qgz8rO",0,0,in,Kemaren ngebolang di Jakarta. Pulangnya naek bus @PT_Transjakarta. Gak sengaja menangkap merk bus yang terpampang besar di dinding busnya.  •monmaap bagi yg keshoot kamera. Ndak papa ya toh wajahnya ndak kelihat jelas inih.  Re: ini bukan endorse ataupun adv. https://t.co/d2l6qgz8rO
1.81843E+18,Tue Jul 30 23:44:01 +0000 2024,PT_Transjakarta,@frsbchtr Hai Kak. Layanan Mikrotrans Jak 34 dan Jak 41 beroperasi melayani pelanggan. Terima kasih ^DIJ,0,0,in,@frsbchtr Hai Kak. Layanan Mikrotrans Jak 34 dan Jak 41 beroperasi melayani pelanggan. Terima kasih ^DIJ
1.81843E+18,Tue Jul 30 23:42:17 +0000 2024,PT_Transjakarta,@heatherushh Hai Kak. Mohon maaf atas ketidaknyamanannya. Mohon info lokasi menunggu dan arah tujuan agar dapat kami koordinasikan untuk dilakukan evaluasi. Terima kasih ^DIJ,0,0,in,@heatherushh Hai Kak. Mohon maaf atas ketidaknyamanannya. Mohon info lokasi menunggu dan arah tujuan agar dapat kami koordinasikan untuk dilakukan evaluasi. Terima kasih ^DIJ
1.81843E+18,Tue Jul 30 23:42:05 +0000 2024,cardicopia19,@PT_Transjakarta any update untuk JAK 13 hari ini?,0,0,in,@PT_Transjakarta any update untuk JAK 13 hari ini?
1.81843E+18,Tue Jul 30 23:40:36 +0000 2024,PT_Transjakarta,@Hanikas97 Hai Kak. Layanan Mikrotrans Jak 08 beroperasi melayani pelanggan ya kak. Terima kasih ^DIJ,0,0,in,@Hanikas97 Hai Kak. Layanan Mikrotrans Jak 08 beroperasi melayani pelanggan ya kak. Terima kasih ^DIJ
1.81843E+18,Tue Jul 30 23:38:46 +0000 2024,PT_Transjakarta,@bukananak90an Hai Kak. Layanan Mikrotrans Jak 13 beroperasi melayani pelanggan. Terima kasih ^DIJ,0,1,in,@bukananak90an Hai Kak. Layanan Mikrotrans Jak 13 beroperasi melayani pelanggan. Terima kasih ^DIJ
1.81843E+18,Tue Jul 30 23:35:08 +0000 2024,OposisiCerdas,Manajemen Transjakarta Tak Becus Urus Jaklingko https://t.co/Ju9L7sdZ1D,8,8,in,Manajemen Transjakarta Tak Becus Urus Jaklingko https://t.co/Ju9L7sdZ1D
1.81843E+18,Tue Jul 30 23:33:47 +0000 2024,rrowaar,@PT_Transjakarta min apakah jaklingko hari ini sudah beroprasi? terutama jak 45 dan 44,0,0,in,@PT_Transjakarta min apakah jaklingko hari ini sudah beroprasi? terutama jak 45 dan 44
1.81843E+18,Tue Jul 30 23:33:45 +0000 2024,falahalfian14,@PT_Transjakarta Min jak lingko rute 76 hari jalan ga?,0,0,in,@PT_Transjakarta Min jak lingko rute 76 hari jalan ga?
1.81843E+18,Tue Jul 30 23:33:30 +0000 2024,PT_Transjakarta,@nw_9805 Hallo kak. Saat ini Mikrotrans Jak 12 beroperasi melayani pelanggan. Terima kasih ^MD,0,0,in,@nw_9805 Hallo kak. Saat ini Mikrotrans Jak 12 beroperasi melayani pelanggan. Terima kasih ^MD
1.81843E+18,Tue Jul 30 23:31:42 +0000 2024,PT_Transjakarta,@LienaMeylien Pagi kak. Saat ini layanan Mikrotrans beroperasi melayani pelanggan. Terima kasih ^MD,0,0,in,@LienaMeylien Pagi kak. Saat ini layanan Mikrotrans beroperasi melayani pelanggan. Terima kasih ^MD
1.81843E+18,Tue Jul 30 23:30:58 +0000 2024,nw_9805,@PT_Transjakarta halo hari ini jak 12 operasi tidak ya?,0,0,in,@PT_Transjakarta halo hari ini jak 12 operasi tidak ya?
1.81843E+18,Tue Jul 30 23:30:20 +0000 2024,heatherushh,lama banget nih gue liat makin hari makin LUAMA bukannya ningkatin pelayanan malah nol @PT_Transjakarta,0,0,in,lama banget nih gue liat makin hari makin LUAMA bukannya ningkatin pelayanan malah nol @PT_Transjakarta
1.81843E+18,Tue Jul 30 23:29:28 +0000 2024,heatherushh,buat apa ada teknologi yg disebut ‘melacak posisi anda’ ‘live location’ buat apa kalo lo ga gunain jir @PT_Transjakarta,0,0,in,buat apa ada teknologi yg disebut ‘melacak posisi anda’ ‘live location’ buat apa kalo lo ga gunain jir @PT_Transjakarta
1.81843E+18,Tue Jul 30 23:29:21 +0000 2024,Hanikas97,@PT_Transjakarta Jak 8 juga sudah beroperasional kah kak?,0,0,in,@PT_Transjakarta Jak 8 juga sudah beroperasional kah kak?
1.81843E+18,Tue Jul 30 23:23:26 +0000 2024,KelinciTurboR,"@hariantimeline Dulu waktu covid, gw kerja rutin naik transjakarta. Antri di terminal kudu jaga jarak. Celah(jaga jarak) gw sama antrian depan gw di serobot ibu2 sama anaknya dong. Ga lama ada mbak2 bawa pacarnya serobot celah paling depan. Ga paham lagi sama norma zaman ini",0,11,in,@hariantimeline Dulu waktu covid gw kerja rutin naik transjakarta. Antri di terminal kudu jaga jarak. Celah(jaga jarak) gw sama antrian depan gw di serobot ibu2 sama anaknya dong. Ga lama ada mbak2 bawa pacarnya serobot celah paling depan. Ga paham lagi sama norma zaman ini
1.81843E+18,Tue Jul 30 23:21:22 +0000 2024,PT_Transjakarta,@0d0e8476cb0c431 Hallo kak. Saa ini Mikrotrans Jak 88 dan jak 89 beroperasi melayani pelanggan. Terima kasih ^MD,0,0,in,@0d0e8476cb0c431 Hallo kak. Saa ini Mikrotrans Jak 88 dan jak 89 beroperasi melayani pelanggan. Terima kasih ^MD
1.81843E+18,Tue Jul 30 23:19:35 +0000 2024,bukananak90an,@PT_Transjakarta Jak 13 apakah sudah bisa melayani pelanggan?,0,0,in,@PT_Transjakarta Jak 13 apakah sudah bisa melayani pelanggan?
1.81843E+18,Tue Jul 30 23:19:02 +0000 2024,PT_Transjakarta,@kertasminyak__ Hai Kak. Mohon maaf sudah menunggu. Posisi bus saat ini mendekati Rawa Buaya ya kak. Terima kasih ^DIJ,0,0,in,@kertasminyak__ Hai Kak. Mohon maaf sudah menunggu. Posisi bus saat ini mendekati Rawa Buaya ya kak. Terima kasih ^DIJ
1.81843E+18,Tue Jul 30 23:18:51 +0000 2024,0d0e8476cb0c431,@PT_Transjakarta Halo TJ jaklinko 88 dan 89 beroperasi ga ya?,0,0,in,@PT_Transjakarta Halo TJ jaklinko 88 dan 89 beroperasi ga ya?
1.81843E+18,Tue Jul 30 23:17:08 +0000 2024,PT_Transjakarta,"@Caileych Pagi kak.  Mohon maaf atas ketidaknyamanannya, laporan segera kami sampaikan ke petugas di area agar dapat di optimalkan jarak antar bus pada rute tersebut, Transjakarta akan selalu berusaha memberikan yang terbaik untuk pelanggan. Terima kasih ^MD",0,0,in,@Caileych Pagi kak.  Mohon maaf atas ketidaknyamanannya laporan segera kami sampaikan ke petugas di area agar dapat di optimalkan jarak antar bus pada rute tersebut Transjakarta akan selalu berusaha memberikan yang terbaik untuk pelanggan. Terima kasih ^MD
1.81843E+18,Tue Jul 30 23:15:43 +0000 2024,kertasminyak__,@PT_Transjakarta antrian bus 2A di Rawa Buaya setiap pagi:) tolong info bus terdekat min.. https://t.co/6NtZhMiQMz,0,0,in,@PT_Transjakarta antrian bus 2A di Rawa Buaya setiap pagi:) tolong info bus terdekat min.. https://t.co/6NtZhMiQMz
1.81842E+18,Tue Jul 30 23:12:21 +0000 2024,PT_Transjakarta,@met444lhead Hai Kak. Layanan Mikrotrans Jak 90 beroperasi melayani pelanggan ya kak. Terima kasih ^DIJ,0,0,in,@met444lhead Hai Kak. Layanan Mikrotrans Jak 90 beroperasi melayani pelanggan ya kak. Terima kasih ^DIJ
1.81842E+18,Tue Jul 30 23:12:14 +0000 2024,PT_Transjakarta,@Nepfhilim Pagi kak. Saat ini Mikrotrans Jak 10 beroperasi melayani pelanggan. Terima kasih ^MD,0,0,in,@Nepfhilim Pagi kak. Saat ini Mikrotrans Jak 10 beroperasi melayani pelanggan. Terima kasih ^MD
1.81842E+18,Tue Jul 30 23:10:35 +0000 2024,PT_Transjakarta,@bejo_rk Pagi kak. Saat ini Mikrotrans Jak 88 beroperasi melayani pelanggan. Terima kasih ^MD,0,0,in,@bejo_rk Pagi kak. Saat ini Mikrotrans Jak 88 beroperasi melayani pelanggan. Terima kasih ^MD
1.81842E+18,Tue Jul 30 23:03:12 +0000 2024,Caileych,@PT_Transjakarta Antrian jaklingko 10 tanah abang selalu panjang https://t.co/QvfPQlt1tn,0,0,in,@PT_Transjakarta Antrian jaklingko 10 tanah abang selalu panjang https://t.co/QvfPQlt1tn
1.81842E+18,Tue Jul 30 23:01:55 +0000 2024,Nepfhilim,@PT_Transjakarta min JAK 10 sudah beroperasi belum?,0,0,in,@PT_Transjakarta min JAK 10 sudah beroperasi belum?
1.81842E+18,Tue Jul 30 23:00:58 +0000 2024,idan98,"@stwannnn @amasfsh @dramdhan9 @calomagang Lapor via Jaki, tag Twitter or DM, banyak. Ini contohnya via DM Twitter @PT_Transjakarta https://t.co/PZeJS1DF2e",2,0,in,@stwannnn @amasfsh @dramdhan9 @calomagang Lapor via Jaki tag Twitter or DM banyak. Ini contohnya via DM Twitter @PT_Transjakarta https://t.co/PZeJS1DF2e
1.81842E+18,Tue Jul 30 22:57:20 +0000 2024,bejo_rk,@PT_Transjakarta Jak 88 apakah hari ini beroperasi?,0,0,in,@PT_Transjakarta Jak 88 apakah hari ini beroperasi?
1.81842E+18,Tue Jul 30 22:54:42 +0000 2024,PT_Transjakarta,"@Jaehyunie_14 Hai kak, saat ini beroperasi kembali melayani pelanggan. Terima kasih ^DPS",0,0,in,@Jaehyunie_14 Hai kak saat ini beroperasi kembali melayani pelanggan. Terima kasih ^DPS
1.81842E+18,Tue Jul 30 22:54:38 +0000 2024,PT_Transjakarta,"@Caileych Hai kak, saat ini beroperasi kembali melayani pelanggan. Terima kasih ^DPS",0,0,in,@Caileych Hai kak saat ini beroperasi kembali melayani pelanggan. Terima kasih ^DPS
1.81842E+18,Tue Jul 30 22:52:56 +0000 2024,Caileych,Min @PT_Transjakarta jaklingko 10 apakah sudah beroperasi kembali? Krn kmrn jaklingko 10 ktnya gak jalan karena mogok,0,0,in,Min @PT_Transjakarta jaklingko 10 apakah sudah beroperasi kembali? Krn kmrn jaklingko 10 ktnya gak jalan karena mogok
1.81842E+18,Tue Jul 30 22:52:35 +0000 2024,fdlhrmdhn,"@PT_Transjakarta Terima kasih, min ♥️",0,0,in,@PT_Transjakarta Terima kasih min ♥️
1.81842E+18,Tue Jul 30 22:52:10 +0000 2024,PT_Transjakarta,"@fdlhrmdhn Hai kak. Layanan Mikrotrans JAK 43 dan JAK 48 saat ini beroperasi normal melayani pelanggan ya, kak. Terima kasih ^FN",0,1,in,@fdlhrmdhn Hai kak. Layanan Mikrotrans JAK 43 dan JAK 48 saat ini beroperasi normal melayani pelanggan ya kak. Terima kasih ^FN
1.81842E+18,Tue Jul 30 22:50:14 +0000 2024,PT_Transjakarta,"@SintaKarina15 Hai kak. Layanan Mikrotrans JAK 76 dan JAK 87 saat ini beroperasi normal melayani pelanggan ya, kak. Terima kasih^FN",0,0,in,@SintaKarina15 Hai kak. Layanan Mikrotrans JAK 76 dan JAK 87 saat ini beroperasi normal melayani pelanggan ya kak. Terima kasih^FN
1.81842E+18,Tue Jul 30 22:49:35 +0000 2024,Jaehyunie_14,@PT_Transjakarta Min jak 07 hari ini msh tidak beroperasi apa udah normal?,0,0,in,@PT_Transjakarta Min jak 07 hari ini msh tidak beroperasi apa udah normal?
1.81842E+18,Tue Jul 30 22:49:00 +0000 2024,_sijosae_,"@irhamsyarif @stravenues @PT_Transjakarta Bukannya emang cuma selama masa uji coba ya gratisnya. Masalahnya ga selesai2 ini masa uji cobanya.  Kalo masa uji coba dicabut dan jadi berbayar, yang dihujat dan disalahin pasti Heru Budi lagi. 🤣 Padahal mah......",0,1,in,@irhamsyarif @stravenues @PT_Transjakarta Bukannya emang cuma selama masa uji coba ya gratisnya. Masalahnya ga selesai2 ini masa uji cobanya.  Kalo masa uji coba dicabut dan jadi berbayar yang dihujat dan disalahin pasti Heru Budi lagi. 🤣 Padahal mah......
1.81842E+18,Tue Jul 30 22:46:38 +0000 2024,PT_Transjakarta,"@yoursugarpulm Beroperasi kak, rute JAK. 84 beroperasi melayani pelanggan. Terima kasih ^DPS",0,0,in,@yoursugarpulm Beroperasi kak rute JAK. 84 beroperasi melayani pelanggan. Terima kasih ^DPS
1.81842E+18,Tue Jul 30 22:44:55 +0000 2024,yoursugarpulm,"@PT_Transjakarta  selamat pagi, apakah jak84 hari ini sudah beroperasi?",0,0,in,@PT_Transjakarta  selamat pagi apakah jak84 hari ini sudah beroperasi?
1.81842E+18,Tue Jul 30 22:44:40 +0000 2024,PT_Transjakarta,"@dg__official_ Hai kak, beroperasi kak, apabila ada perubahan akan kami informasikan kembali melalui media sosial Transjakarta. Terima kasih ^DPS",0,0,in,@dg__official_ Hai kak beroperasi kak apabila ada perubahan akan kami informasikan kembali melalui media sosial Transjakarta. Terima kasih ^DPS
1.81842E+18,Tue Jul 30 22:41:56 +0000 2024,PT_Transjakarta,"@uranustous Hai kak. Layanan Mikrotrans JAK 01: Tanjung Priok - Plumpang beroperasi normal melayani pelanggan ya, kak. Terima kasih ^FN",0,1,in,@uranustous Hai kak. Layanan Mikrotrans JAK 01: Tanjung Priok - Plumpang beroperasi normal melayani pelanggan ya kak. Terima kasih ^FN
1.81842E+18,Tue Jul 30 22:39:27 +0000 2024,dg__official_,@PT_Transjakarta minn jak10 sudah beroperasi lagi atau belum?,0,0,in,@PT_Transjakarta minn jak10 sudah beroperasi lagi atau belum?
1.81842E+18,Tue Jul 30 22:35:45 +0000 2024,PT_Transjakarta,"@IdhaSuraedah Hai kak, mohon maaf atas ketidaknyamanannya, terkait laporan kami koordianasikan kembali untuk dilakukan pengecekan dan edukasi ke pramudi di rute tersebut. Terima kasih ^DPS",0,0,in,@IdhaSuraedah Hai kak mohon maaf atas ketidaknyamanannya terkait laporan kami koordianasikan kembali untuk dilakukan pengecekan dan edukasi ke pramudi di rute tersebut. Terima kasih ^DPS
1.81841E+18,Tue Jul 30 22:34:42 +0000 2024,PT_Transjakarta,"@kimgupi Hai kak, saat ini kedua rute tersebut beroperasi melayani pelanggan.^BR",0,0,in,@kimgupi Hai kak saat ini kedua rute tersebut beroperasi melayani pelanggan.^BR
1.81841E+18,Tue Jul 30 22:32:15 +0000 2024,pradianto83,"@PT_Transjakarta Selama perjalanan yg saya tempuh kemarin, dari halte deptan ke kuningan. Makasih",0,0,in,@PT_Transjakarta Selama perjalanan yg saya tempuh kemarin dari halte deptan ke kuningan. Makasih
1.81841E+18,Tue Jul 30 22:30:35 +0000 2024,PT_Transjakarta,"@abcdefjklmn__ Hai kak. Layanan Mikrotrans JAK 10 Tanah Abang - Kota saat ini beroperasi normal melayani pelanggan ya, kak. Terima kasih ^FN",0,0,in,@abcdefjklmn__ Hai kak. Layanan Mikrotrans JAK 10 Tanah Abang - Kota saat ini beroperasi normal melayani pelanggan ya kak. Terima kasih ^FN
1.81841E+18,Tue Jul 30 22:27:49 +0000 2024,PT_Transjakarta,"@atapnya_adul Hai kak. Mikrotrans JAK 77 Tanjung Priok -Jembatan Item beroperasi normal melayani pelanggan ya, kak. Terima kasih ^FN",0,0,in,@atapnya_adul Hai kak. Mikrotrans JAK 77 Tanjung Priok -Jembatan Item beroperasi normal melayani pelanggan ya kak. Terima kasih ^FN
1.81841E+18,Tue Jul 30 22:23:07 +0000 2024,kimgupi,@PT_Transjakarta Min tolong info apa Jak 77 atau 90 masih tidak beroperasi hari ini?,0,0,in,@PT_Transjakarta Min tolong info apa Jak 77 atau 90 masih tidak beroperasi hari ini?
1.81841E+18,Tue Jul 30 22:23:01 +0000 2024,PT_Transjakarta,"@AnnisaRaha25453 Hai kak, Halte Sawah Besar dan Harmoni beroperasi melayani pelanggan kak. ^BR",0,0,in,@AnnisaRaha25453 Hai kak Halte Sawah Besar dan Harmoni beroperasi melayani pelanggan kak. ^BR
1.81841E+18,Tue Jul 30 22:21:26 +0000 2024,AnnisaRaha25453,"@PT_Transjakarta Mimin, halte busway sawah besar ataupun halte harmoni sdh beroperasi normal kan? Hari ini saya ingin pergi ke Gajah mada plaza",0,0,in,@PT_Transjakarta Mimin halte busway sawah besar ataupun halte harmoni sdh beroperasi normal kan? Hari ini saya ingin pergi ke Gajah mada plaza
1.81841E+18,Tue Jul 30 22:20:01 +0000 2024,atapnya_adul,@PT_Transjakarta Jak 77 blom beroperasi ya min,0,0,in,@PT_Transjakarta Jak 77 blom beroperasi ya min
1.81841E+18,Tue Jul 30 22:18:57 +0000 2024,PT_Transjakarta,"@wonujinn Hai kak, saat ini rute Mikrotrans JAK-35 beroperasi melayani pelanggan kak. ^BR",0,0,in,@wonujinn Hai kak saat ini rute Mikrotrans JAK-35 beroperasi melayani pelanggan kak. ^BR
1.81841E+18,Tue Jul 30 22:17:56 +0000 2024,PT_Transjakarta,"@feby_hadayani Pagi kak, saat ini beroperasi melayani pelanggan kak. ^BR",0,0,in,@feby_hadayani Pagi kak saat ini beroperasi melayani pelanggan kak. ^BR
1.81841E+18,Tue Jul 30 22:16:56 +0000 2024,PT_Transjakarta,@noltuj Saat ini beroperasi melayani pelanggan kak. ^BR,0,0,in,@noltuj Saat ini beroperasi melayani pelanggan kak. ^BR
1.81841E+18,Tue Jul 30 21:59:14 +0000 2024,PT_Transjakarta,#INFOTRANSJAKARTA | Rute M4: Pulo Gadung - Galunggung saat ini sudah beroperasi normal kembali melayani pelanggan tanpa pengalihan. #JAKI #PerluTahu #RuteM4,0,4,in,#INFOTRANSJAKARTA | Rute M4: Pulo Gadung - Galunggung saat ini sudah beroperasi normal kembali melayani pelanggan tanpa pengalihan. #JAKI #PerluTahu #RuteM4
1.81841E+18,Tue Jul 30 21:56:53 +0000 2024,PT_Transjakarta,#INFOTRANSJAKARTA | Koridor 12: Tanjung Priok - Pluit kembali melayani pelanggan di Halte Sunter Utara. #JAKI #PerluTahu #Koridor12,0,5,in,#INFOTRANSJAKARTA | Koridor 12: Tanjung Priok - Pluit kembali melayani pelanggan di Halte Sunter Utara. #JAKI #PerluTahu #Koridor12
1.8184E+18,Tue Jul 30 21:54:49 +0000 2024,bestariaini_,@PT_Transjakarta Ini foto kemarin dan belum dibenerin juga 😣 https://t.co/q02uEUMQTo,0,0,in,@PT_Transjakarta Ini foto kemarin dan belum dibenerin juga 😣 https://t.co/q02uEUMQTo
1.8184E+18,Tue Jul 30 21:33:35 +0000 2024,PT_Transjakarta,"@sunwoofh Hai kak. Silakan naik Koridor 2 menuju Halte Monumen Nasional, kemudian transit naik Koridor 1 arah Blok M turun di Halte Kejaksaan Agung berpindah ke Halte CSW, dan naik Koridor 13 arah Puri Beta ya, kak. Terima kasih ^FN",0,0,in,@sunwoofh Hai kak. Silakan naik Koridor 2 menuju Halte Monumen Nasional kemudian transit naik Koridor 1 arah Blok M turun di Halte Kejaksaan Agung berpindah ke Halte CSW dan naik Koridor 13 arah Puri Beta ya kak. Terima kasih ^FN
1.81838E+18,Tue Jul 30 20:33:31 +0000 2024,datapassionne,"@PT_Transjakarta Terima kasih min, mohon dibalas kembali untuk follow up lanjutannya 🙏",0,0,in,@PT_Transjakarta Terima kasih min mohon dibalas kembali untuk follow up lanjutannya 🙏
1.81838E+18,Tue Jul 30 20:28:52 +0000 2024,PT_Transjakarta,"@andregedeee Hai kak. Silakan naik rute 10H arah Bundaran Senayan turun di Halte Petamburan, kemudian transit naik rute 8N arah Kebayoran turun di bus stop Lapangan Panahan, dilanjutkan dengan berjalan kaki ya, kak.Terima kasih ^FN",0,0,in,@andregedeee Hai kak. Silakan naik rute 10H arah Bundaran Senayan turun di Halte Petamburan kemudian transit naik rute 8N arah Kebayoran turun di bus stop Lapangan Panahan dilanjutkan dengan berjalan kaki ya kak.Terima kasih ^FN
1.81838E+18,Tue Jul 30 20:04:28 +0000 2024,PT_Transjakarta,"@Priska080 Beroperasi kak, apabila ada perubahan akan diinformasikan kembali melalui media sosial Transjakarta. Tks ^DPS",0,0,in,@Priska080 Beroperasi kak apabila ada perubahan akan diinformasikan kembali melalui media sosial Transjakarta. Tks ^DPS
1.81838E+18,Tue Jul 30 20:03:15 +0000 2024,PT_Transjakarta,"@quickiecocktail Hai kak. Silakan menuju Halte Grogol (Grogol 1) kemudian naik Koridor 3 arah Kalideres turun di Halte Jembatan Baru, dan naik rute 3E arah Puri Kembangan turun di bus stop Ciputra ya, kak. Terima kasih^FN",0,0,in,@quickiecocktail Hai kak. Silakan menuju Halte Grogol (Grogol 1) kemudian naik Koridor 3 arah Kalideres turun di Halte Jembatan Baru dan naik rute 3E arah Puri Kembangan turun di bus stop Ciputra ya kak. Terima kasih^FN
1.81838E+18,Tue Jul 30 20:03:10 +0000 2024,PT_Transjakarta,"@diazmobile Hai kak, silakan naik rute 6H turun di Senen Sentral kemudian transit naik koridor 5 arah Ancol turun di Jembatan Merah dilanjutkan naik koridor 12 arah Sunter Boulevard Barat dan bisa diakses dengan berjalan kaki. Tks ^DPS",0,0,in,@diazmobile Hai kak silakan naik rute 6H turun di Senen Sentral kemudian transit naik koridor 5 arah Ancol turun di Jembatan Merah dilanjutkan naik koridor 12 arah Sunter Boulevard Barat dan bisa diakses dengan berjalan kaki. Tks ^DPS
