"id","created_at","username","text","retweets","likes","lang"
"1745956814825328951","Fri Jan 12 23:51:57 +0000 2024","kura2giok","Di Jakarta juga, rute Transjakarta Cipedak-Pasar Minggu sementara dialihkan, awalnya cuma dikasih tahu kalau belum dapet ijin, belakangan ketahuan kalau didemo ormas… Kasihan @PT_Transjakarta dan kayaknya gak dapat dukungan dari @DKIJakarta mungkin pada takut sama ormas, Dishub juga gak ada gunanya, wong sama2 kelakuan kayak preman…","10","43","in"
