"id","created_at","username","text","retweets","likes","lang"
"1742727613003767989","Thu Jan 04 02:00:15 +0000 2024","gerbongbagasi","Ragam bus listrik low-deck (lantai rendah) yang telah resmi beroperasi di beberapa rute TransJakarta.  1. BYD : 30 unit (hijau/tosca &amp; oranye putih) 2. SAG Golden Dragon : 22 unit 3. Skywell : 26 unit  Beberapa bus ini dapat kita temui pada rute 1N, 1P, 4C, &amp; 4F. https://t.co/NGO9O09bmg","81","381","in"
