"id","created_at","username","text","retweets","likes","lang"
"1757435945786458264","Tue Feb 13 16:05:55 +0000 2024","mynameiskurr","@PT_Transjakarta besok ada perubahan jadwal gak saat hari pemilu? atau beroperasi seperti biasa?","0","0","in"
"1757347850936357063","Tue Feb 13 10:15:52 +0000 2024","DzakwanFirst","@PT_Transjakarta besok layanan tetap dari jam 5 pagi atau ada perubahan jadwal?","0","0","in"
"1756109500921332079","Sat Feb 10 00:15:06 +0000 2024","hoopjump2","@txtdrjkt Tapi transjakarta ada perubahan jadwal kak","0","0","in"
"1755756815567176008","Fri Feb 09 00:53:39 +0000 2024","CommuterLine","Selamat pagi Kak, untuk saat ini tidak terdapat perubahan jadwal perjalanan Commuter Line Kak. Info lengkap jadwal perjalanan Commuter Line dapat dilihat melalui link : https://t.co/jT0aaWTGz5, aplikasi C-Access/Access by KAI atau unduh jadwal melalui https://t.co/qMKje9mBqw, silakan dapat menyesuaikan perjalanan dengan jadwal yang tersedia, tks.","0","0","in"
"1742394143656251398","Wed Jan 03 03:55:10 +0000 2024","1happysoon3","@PT_Transjakarta min mau info jadwal rute terbaru D11 dong, katanya ada perubahan rute ya?","0","0","in"
