"id","created_at","username","text","retweets","likes","lang"
"1748646154211033144","Sat Jan 20 09:58:26 +0000 2024","RadioElshinta","16.58: RT @PT_Transjakarta: #INFOTRANSJAKARTA | Seluruh layanan Transjakarta yang sebelumnya mengalami pengalihan / perpendekan rute terkait  kepadatan lalulintas di sekitar Jalan Sudirman saat ini sudah kembali beroperasi normal.","0","0","in"
